['ncslgr10a-002-04-dom-BOOK', 'Book', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-025-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-026-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-027-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-028-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-030-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-031-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-033-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-034-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-046-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-047-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-048-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-049-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-050-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-051-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-052-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10g-004-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10h-002-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10i-004-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10j-002-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-030-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-031-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-039-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-041-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-042-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-043-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-045-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-046-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-047-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-048-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-049-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-053-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-059-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-060-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-061-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-062-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-063-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10l-064-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-027-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-032-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-033-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-034-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-035-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-041-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-051-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-052-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-053-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-054-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10n-002-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10n-004-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10n-007-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10n-011-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-010-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-011-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-012-07-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-017-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-018-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-019-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-020-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-006-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-007-06-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-010-06-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-011-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-012-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-013-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-014-05-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-019-04-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10r-016-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10r-017-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10r-019-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10r-037-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10s-019-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10s-076-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10s-169-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10s-206-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10t-001-03-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10t-002-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10t-052-02-dom-BUY', 'Buy', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-022-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-023-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-030-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-033-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-034-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-035-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-036-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-037-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-038-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-039-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-040-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-041-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-042-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-043-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-044-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-045-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-046-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-011-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-012-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-013-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-014-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-030-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-031-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-032-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-033-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-037-09-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-039-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-040-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-010-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-016-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-017-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-036-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-037-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-038-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-039-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-040-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-014-07-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-016-07-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-017-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-028-01-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-028-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-033-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10e-001-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10e-002-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-027-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-033-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-034-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-035-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-036-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-037-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-038-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-039-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-040-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-041-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-042-07-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-043-08-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-044-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10g-002-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-012-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-013-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-014-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-015-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-016-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-017-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-018-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-019-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10k-020-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-045-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-054-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-055-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-061-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-062-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-063-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-064-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-014-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-015-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-016-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-027-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-028-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-029-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-030-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-032-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-033-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-034-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-035-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-040-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10n-002-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-010-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-011-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-017-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-019-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-020-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-021-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-022-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-001-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-002-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-003-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-004-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-005-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-006-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-008-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-009-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-019-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-031-04-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-032-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-033-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10r-006-06-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10r-016-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10r-017-03-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10s-019-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10s-112-02-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10t-004-05-dom-CAR', 'Car', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-022-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-023-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-030-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-033-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-034-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-035-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-036-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-037-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-038-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-039-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-040-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-041-02-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-042-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-043-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-044-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-045-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-046-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-011-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-012-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-013-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-014-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-030-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-031-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-032-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-033-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-037-09-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-039-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-040-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-010-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-016-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-017-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-036-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-037-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-038-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-039-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-040-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-014-07-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-016-07-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-017-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-028-01-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-028-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-033-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10e-001-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10e-002-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-027-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-033-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-034-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-035-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-036-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-037-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-038-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-039-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-040-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-041-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-042-07-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-043-08-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-044-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10g-002-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-012-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-013-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-014-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-015-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-016-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-017-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-018-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-019-05-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10k-020-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-045-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-054-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-055-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-061-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-062-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-063-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10l-064-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-014-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-015-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-016-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-027-02-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-028-02-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-029-02-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-030-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-032-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-033-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-034-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-035-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-040-03-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10n-002-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10p-010-04-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10p-011-06-dom-CAR', 'Car', 'Front', 36, 324, 312, 30.000001907348633]
